Aluno: Vitor Allace Marques Costa		6 periodo - BCC 2023

PID	|	EXEC	|	TP	|	CP	|	NES	|	nCPU
9		10000		2412		2413		116		116
9		10000		2423		2424		116		117
9		10000		2423		2424		117		117
0		10000		2070		2071		117		117
0		10000		2072		2073		117		118
0		10000		2072		2073		118		118
1		5000		2363		2364		117		117
1		5000		2369		2370		117		118
1		5000		2369		2370		118		118
2		7000		1949		1950		117		117
2		7000		1989		1990		117		118
2		7000		1989		1990		118		118
3		3000		2186		2187		117		117
3		3000		2207		2208		117		118
3		3000		2207		2208		118		118
4		3000		2155		2156		117		117
4		3000		2161		2162		117		118
4		3000		2161		2162		118		118
5		8000		2103		2104		117		117
5		8000		2127		2128		117		118
5		8000		2127		2128		118		118
6		2000		1915		1916		117		117
6		2000		1925		1926		117		118
6		2000		1925		1926		118		118
7		5000		2281		2282		117		117
7		5000		2396		2397		117		118
7		5000		2396		2397		118		118
8		4000		1838		1839		117		117
8		4000		1845		1846		117		118
8		4000		1845		1846		118		118
9		10000		2423		2424		117		117
9		10000		2433		2434		117		118
9		10000		2433		2434		118		118
0		10000		2072		2073		118		118
0		10000		2079		2080		118		119
0		10000		2079		2080		119		119
1		5000		2369		2370		118		118
1		5000		2379		2380		118		119
1		5000		2379		2380		119		119
2		7000		1989		1990		118		118
2		7000		1994		1995		118		119
2		7000		1994		1995		119		119
3		3000		2207		2208		118		118
3		3000		2234		2235		118		119
3		3000		2234		2235		119		119
4		3000		2161		2162		118		118
4		3000		2166		2167		118		119
4		3000		2166		2167		119		119
5		8000		2127		2128		118		118
5		8000		2140		2141		118		119
5		8000		2140		2141		119		119
6		2000		1925		1926		118		118
6		2000		1931		1932		118		119
6		2000		1931		1932		119		119
7		5000		2396		2397		118		118
7		5000		2409		2410		118		119
7		5000		2409		2410		119		119
8		4000		1845		1846		118		118
8		4000		1865		1866		118		119
8		4000		1865		1866		119		119
9		10000		2433		2434		118		118
9		10000		2454		2455		118		119
9		10000		2454		2455		119		119
0		10000		2079		2080		119		119
0		10000		2095		2096		119		120
0		10000		2095		2096		120		120
1		5000		2379		2380		119		119
1		5000		2382		2383		119		120
1		5000		2382		2383		120		120
2		7000		1994		1995		119		119
2		7000		1999		2000		119		120
2		7000		1999		2000		120		120
3		3000		2234		2235		119		119
3		3000		2255		2256		119		120
3		3000		2255		2256		120		120
4		3000		2166		2167		119		119
4		3000		2183		2184		119		120
4		3000		2183		2184		120		120
5		8000		2140		2141		119		119
5		8000		2144		2145		119		120
5		8000		2144		2145		120		120
6		2000		1931		1932		119		119
6		2000		1935		1936		119		120
6		2000		1935		1936		120		120
7		5000		2409		2410		119		119
7		5000		2430		2431		119		120
7		5000		2430		2431		120		120
8		4000		1865		1866		119		119
8		4000		1870		1871		119		120
8		4000		1870		1871		120		120
9		10000		2454		2455		119		119
9		10000		2501		2502		119		120
9		10000		2501		2502		120		120
0		10000		2095		2096		120		120
0		10000		2190		2191		120		121
0		10000		2190		2191		121		121
1		5000		2382		2383		120		120
1		5000		2396		2397		120		121
1		5000		2396		2397		121		121
2		7000		1999		2000		120		120
2		7000		2012		2013		120		121
2		7000		2012		2013		121		121
3		3000		2255		2256		120		120
3		3000		2260		2261		120		121
3		3000		2260		2261		121		121
4		3000		2183		2184		120		120
4		3000		2196		2197		120		121
4		3000		2196		2197		121		121
5		8000		2144		2145		120		120
5		8000		2146		2147		120		121
5		8000		2146		2147		121		121
6		2000		1935		1936		120		120
6		2000		1969		1970		120		121
6		2000		1969		1970		121		121
7		5000		2430		2431		120		120
7		5000		2441		2442		120		121
7		5000		2441		2442		121		121
8		4000		1870		1871		120		120
8		4000		1873		1874		120		121
8		4000		1873		1874		121		121
9		10000		2501		2502		120		120
9		10000		2518		2519		120		121
9		10000		2518		2519		121		121
0		10000		2190		2191		121		121
0		10000		2203		2204		121		122
0		10000		2203		2204		122		122
1		5000		2396		2397		121		121
1		5000		2410		2411		121		122
1		5000		2410		2411		122		122
2		7000		2012		2013		121		121
2		7000		2025		2026		121		122
2		7000		2025		2026		122		122
3		3000		2260		2261		121		121
3		3000		2266		2267		121		122
3		3000		2266		2267		122		122
4		3000		2196		2197		121		121
4		3000		2206		2207		121		122
4		3000		2206		2207		122		122
5		8000		2146		2147		121		121
5		8000		2148		2149		121		122
5		8000		2148		2149		122		122
6		2000		1969		1970		121		121
6		2000		1979		1980		121		122
6		2000		1979		1980		122		122
7		5000		2441		2442		121		121
7		5000		2471		2472		121		122
7		5000		2471		2472		122		122
8		4000		1873		1874		121		121
8		4000		1883		1884		121		122
8		4000		1883		1884		122		122
9		10000		2518		2519		121		121
9		10000		2541		2542		121		122
9		10000		2541		2542		122		122
0		10000		2203		2204		122		122
0		10000		2208		2209		122		123
0		10000		2208		2209		123		123
1		5000		2410		2411		122		122
1		5000		2445		2446		122		123
1		5000		2445		2446		123		123
2		7000		2025		2026		122		122
2		7000		2034		2035		122		123
2		7000		2034		2035		123		123
3		3000		2266		2267		122		122
3		3000		2272		2273		122		123
3		3000		2272		2273		123		123
4		3000		2206		2207		122		122
4		3000		2216		2217		122		123
4		3000		2216		2217		123		123
5		8000		2148		2149		122		122
5		8000		2162		2163		122		123
5		8000		2162		2163		123		123
6		2000		1979		1980		122		122
6		2000		2000		2001		122		123
7		5000		2471		2472		122		122
7		5000		2507		2508		122		123
7		5000		2507		2508		123		123
8		4000		1883		1884		122		122
8		4000		1890		1891		122		123
8		4000		1890		1891		123		123
9		10000		2541		2542		122		122
9		10000		2566		2567		122		123
9		10000		2566		2567		123		123
0		10000		2208		2209		123		123
0		10000		2227		2228		123		124
0		10000		2227		2228		124		124
1		5000		2445		2446		123		123
1		5000		2450		2451		123		124
1		5000		2450		2451		124		124
2		7000		2034		2035		123		123
2		7000		2069		2070		123		124
2		7000		2069		2070		124		124
3		3000		2272		2273		123		123
3		3000		2282		2283		123		124
3		3000		2282		2283		124		124
4		3000		2216		2217		123		123
4		3000		2234		2235		123		124
4		3000		2234		2235		124		124
5		8000		2162		2163		123		123
5		8000		2207		2208		123		124
5		8000		2207		2208		124		124
7		5000		2507		2508		123		123
7		5000		2549		2550		123		124
7		5000		2549		2550		124		124
8		4000		1890		1891		123		123
8		4000		1914		1915		123		124
8		4000		1914		1915		124		124
9		10000		2566		2567		123		123
9		10000		2648		2649		123		124
9		10000		2648		2649		124		124
0		10000		2227		2228		124		124
0		10000		2235		2236		124		125
0		10000		2235		2236		125		125
1		5000		2450		2451		124		124
1		5000		2452		2453		124		125
1		5000		2452		2453		125		125
2		7000		2069		2070		124		124
2		7000		2073		2074		124		125
2		7000		2073		2074		125		125
3		3000		2282		2283		124		124
3		3000		2285		2286		124		125
3		3000		2285		2286		125		125
4		3000		2234		2235		124		124
4		3000		2243		2244		124		125
4		3000		2243		2244		125		125
5		8000		2207		2208		124		124
5		8000		2218		2219		124		125
5		8000		2218		2219		125		125
7		5000		2549		2550		124		124
7		5000		2558		2559		124		125
7		5000		2558		2559		125		125
8		4000		1914		1915		124		124
8		4000		1942		1943		124		125
8		4000		1942		1943		125		125
9		10000		2648		2649		124		124
9		10000		2650		2651		124		125
9		10000		2650		2651		125		125
0		10000		2235		2236		125		125
0		10000		2249		2250		125		126
0		10000		2249		2250		126		126
1		5000		2452		2453		125		125
1		5000		2456		2457		125		126
1		5000		2456		2457		126		126
2		7000		2073		2074		125		125
2		7000		2080		2081		125		126
2		7000		2080		2081		126		126
3		3000		2285		2286		125		125
3		3000		2303		2304		125		126
3		3000		2303		2304		126		126
4		3000		2243		2244		125		125
4		3000		2310		2311		125		126
4		3000		2310		2311		126		126
5		8000		2218		2219		125		125
5		8000		2222		2223		125		126
5		8000		2222		2223		126		126
7		5000		2558		2559		125		125
7		5000		2572		2573		125		126
7		5000		2572		2573		126		126
8		4000		1942		1943		125		125
8		4000		1978		1979		125		126
8		4000		1978		1979		126		126
9		10000		2650		2651		125		125
9		10000		2653		2654		125		126
9		10000		2653		2654		126		126
0		10000		2249		2250		126		126
0		10000		2257		2258		126		127
0		10000		2257		2258		127		127
1		5000		2456		2457		126		126
1		5000		2501		2502		126		127
1		5000		2501		2502		127		127
2		7000		2080		2081		126		126
2		7000		2261		2262		126		127
2		7000		2261		2262		127		127
3		3000		2303		2304		126		126
3		3000		2315		2316		126		127
3		3000		2315		2316		127		127
4		3000		2310		2311		126		126
4		3000		2330		2331		126		127
4		3000		2330		2331		127		127
5		8000		2222		2223		126		126
5		8000		2245		2246		126		127
5		8000		2245		2246		127		127
7		5000		2572		2573		126		126
7		5000		2594		2595		126		127
7		5000		2594		2595		127		127
8		4000		1978		1979		126		126
8		4000		1989		1990		126		127
8		4000		1989		1990		127		127
9		10000		2653		2654		126		126
9		10000		2698		2699		126		127
9		10000		2698		2699		127		127
0		10000		2257		2258		127		127
0		10000		2265		2266		127		128
0		10000		2265		2266		128		128
1		5000		2501		2502		127		127
1		5000		2509		2510		127		128
1		5000		2509		2510		128		128
2		7000		2261		2262		127		127
2		7000		2269		2270		127		128
2		7000		2269		2270		128		128
3		3000		2315		2316		127		127
3		3000		2341		2342		127		128
3		3000		2341		2342		128		128
4		3000		2330		2331		127		127
4		3000		2338		2339		127		128
4		3000		2338		2339		128		128
5		8000		2245		2246		127		127
5		8000		2285		2286		127		128
5		8000		2285		2286		128		128
7		5000		2594		2595		127		127
7		5000		2599		2600		127		128
7		5000		2599		2600		128		128
8		4000		1989		1990		127		127
8		4000		2003		2004		127		128
8		4000		2003		2004		128		128
9		10000		2698		2699		127		127
9		10000		2700		2701		127		128
9		10000		2700		2701		128		128
0		10000		2265		2266		128		128
0		10000		2267		2268		128		129
0		10000		2267		2268		129		129
1		5000		2509		2510		128		128
1		5000		2565		2566		128		129
1		5000		2565		2566		129		129
2		7000		2269		2270		128		128
2		7000		2276		2277		128		129
2		7000		2276		2277		129		129
3		3000		2341		2342		128		128
3		3000		2362		2363		128		129
3		3000		2362		2363		129		129
4		3000		2338		2339		128		128
4		3000		2349		2350		128		129
4		3000		2349		2350		129		129
5		8000		2285		2286		128		128
5		8000		2294		2295		128		129
5		8000		2294		2295		129		129
7		5000		2599		2600		128		128
7		5000		2612		2613		128		129
7		5000		2612		2613		129		129
8		4000		2003		2004		128		128
8		4000		2027		2028		128		129
8		4000		2027		2028		129		129
9		10000		2700		2701		128		128
9		10000		2725		2726		128		129
9		10000		2725		2726		129		129
0		10000		2267		2268		129		129
0		10000		2299		2300		129		130
0		10000		2299		2300		130		130
1		5000		2565		2566		129		129
1		5000		2590		2591		129		130
1		5000		2590		2591		130		130
2		7000		2276		2277		129		129
2		7000		2288		2289		129		130
2		7000		2288		2289		130		130
3		3000		2362		2363		129		129
3		3000		2369		2370		129		130
3		3000		2369		2370		130		130
4		3000		2349		2350		129		129
4		3000		2363		2364		129		130
4		3000		2363		2364		130		130
5		8000		2294		2295		129		129
5		8000		2308		2309		129		130
5		8000		2308		2309		130		130
7		5000		2612		2613		129		129
7		5000		2625		2626		129		130
7		5000		2625		2626		130		130
8		4000		2027		2028		129		129
8		4000		2037		2038		129		130
8		4000		2037		2038		130		130
9		10000		2725		2726		129		129
9		10000		2769		2770		129		130
9		10000		2769		2770		130		130
0		10000		2299		2300		130		130
0		10000		2319		2320		130		131
0		10000		2319		2320		131		131
1		5000		2590		2591		130		130
1		5000		2611		2612		130		131
1		5000		2611		2612		131		131
2		7000		2288		2289		130		130
2		7000		2290		2291		130		131
2		7000		2290		2291		131		131
3		3000		2369		2370		130		130
3		3000		2389		2390		130		131
3		3000		2389		2390		131		131
4		3000		2363		2364		130		130
4		3000		2373		2374		130		131
4		3000		2373		2374		131		131
5		8000		2308		2309		130		130
5		8000		2353		2354		130		131
5		8000		2353		2354		131		131
7		5000		2625		2626		130		130
7		5000		2633		2634		130		131
7		5000		2633		2634		131		131
8		4000		2037		2038		130		130
8		4000		2043		2044		130		131
8		4000		2043		2044		131		131
9		10000		2769		2770		130		130
9		10000		2806		2807		130		131
9		10000		2806		2807		131		131
0		10000		2319		2320		131		131
0		10000		2330		2331		131		132
0		10000		2330		2331		132		132
1		5000		2611		2612		131		131
1		5000		2618		2619		131		132
1		5000		2618		2619		132		132
2		7000		2290		2291		131		131
2		7000		2305		2306		131		132
2		7000		2305		2306		132		132
3		3000		2389		2390		131		131
3		3000		2430		2431		131		132
3		3000		2430		2431		132		132
4		3000		2373		2374		131		131
4		3000		2387		2388		131		132
4		3000		2387		2388		132		132
5		8000		2353		2354		131		131
5		8000		2387		2388		131		132
5		8000		2387		2388		132		132
7		5000		2633		2634		131		131
7		5000		2635		2636		131		132
7		5000		2635		2636		132		132
8		4000		2043		2044		131		131
8		4000		2092		2093		131		132
8		4000		2092		2093		132		132
9		10000		2806		2807		131		131
9		10000		2811		2812		131		132
9		10000		2811		2812		132		132
0		10000		2330		2331		132		132
0		10000		2340		2341		132		133
0		10000		2340		2341		133		133
1		5000		2618		2619		132		132
1		5000		2633		2634		132		133
1		5000		2633		2634		133		133
2		7000		2305		2306		132		132
2		7000		2338		2339		132		133
2		7000		2338		2339		133		133
3		3000		2430		2431		132		132
3		3000		2432		2433		132		133
3		3000		2432		2433		133		133
4		3000		2387		2388		132		132
4		3000		2395		2396		132		133
4		3000		2395		2396		133		133
5		8000		2387		2388		132		132
5		8000		2395		2396		132		133
5		8000		2395		2396		133		133
7		5000		2635		2636		132		132
7		5000		2639		2640		132		133
7		5000		2639		2640		133		133
8		4000		2092		2093		132		132
8		4000		2112		2113		132		133
8		4000		2112		2113		133		133
9		10000		2811		2812		132		132
9		10000		2851		2852		132		133
9		10000		2851		2852		133		133
0		10000		2340		2341		133		133
0		10000		2371		2372		133		134
0		10000		2371		2372		134		134
1		5000		2633		2634		133		133
1		5000		2636		2637		133		134
1		5000		2636		2637		134		134
2		7000		2338		2339		133		133
2		7000		2340		2341		133		134
2		7000		2340		2341		134		134
3		3000		2432		2433		133		133
3		3000		2444		2445		133		134
3		3000		2444		2445		134		134
4		3000		2395		2396		133		133
4		3000		2415		2416		133		134
4		3000		2415		2416		134		134
5		8000		2395		2396		133		133
5		8000		2402		2403		133		134
5		8000		2402		2403		134		134
7		5000		2639		2640		133		133
7		5000		2645		2646		133		134
7		5000		2645		2646		134		134
8		4000		2112		2113		133		133
8		4000		2146		2147		133		134
8		4000		2146		2147		134		134
9		10000		2851		2852		133		133
9		10000		2871		2872		133		134
9		10000		2871		2872		134		134
0		10000		2371		2372		134		134
0		10000		2426		2427		134		135
0		10000		2426		2427		135		135
1		5000		2636		2637		134		134
1		5000		2642		2643		134		135
1		5000		2642		2643		135		135
2		7000		2340		2341		134		134
2		7000		2374		2375		134		135
2		7000		2374		2375		135		135
3		3000		2444		2445		134		134
3		3000		2455		2456		134		135
3		3000		2455		2456		135		135
4		3000		2415		2416		134		134
4		3000		2427		2428		134		135
4		3000		2427		2428		135		135
5		8000		2402		2403		134		134
5		8000		2423		2424		134		135
5		8000		2423		2424		135		135
7		5000		2645		2646		134		134
7		5000		2652		2653		134		135
7		5000		2652		2653		135		135
8		4000		2146		2147		134		134
8		4000		2154		2155		134		135
8		4000		2154		2155		135		135
9		10000		2871		2872		134		134
9		10000		2894		2895		134		135
9		10000		2894		2895		135		135
0		10000		2426		2427		135		135
0		10000		2430		2431		135		136
0		10000		2430		2431		136		136
1		5000		2642		2643		135		135
1		5000		2661		2662		135		136
1		5000		2661		2662		136		136
2		7000		2374		2375		135		135
2		7000		2377		2378		135		136
2		7000		2377		2378		136		136
3		3000		2455		2456		135		135
3		3000		2464		2465		135		136
3		3000		2464		2465		136		136
4		3000		2427		2428		135		135
4		3000		2446		2447		135		136
4		3000		2446		2447		136		136
5		8000		2423		2424		135		135
5		8000		2428		2429		135		136
5		8000		2428		2429		136		136
7		5000		2652		2653		135		135
7		5000		2656		2657		135		136
7		5000		2656		2657		136		136
8		4000		2154		2155		135		135
8		4000		2169		2170		135		136
8		4000		2169		2170		136		136
9		10000		2894		2895		135		135
9		10000		2911		2912		135		136
9		10000		2911		2912		136		136
0		10000		2430		2431		136		136
0		10000		2437		2438		136		137
0		10000		2437		2438		137		137
1		5000		2661		2662		136		136
1		5000		2687		2688		136		137
1		5000		2687		2688		137		137
2		7000		2377		2378		136		136
2		7000		2403		2404		136		137
2		7000		2403		2404		137		137
3		3000		2464		2465		136		136
3		3000		2466		2467		136		137
3		3000		2466		2467		137		137
4		3000		2446		2447		136		136
4		3000		2449		2450		136		137
4		3000		2449		2450		137		137
5		8000		2428		2429		136		136
5		8000		2444		2445		136		137
5		8000		2444		2445		137		137
7		5000		2656		2657		136		136
7		5000		2679		2680		136		137
7		5000		2679		2680		137		137
8		4000		2169		2170		136		136
8		4000		2174		2175		136		137
8		4000		2174		2175		137		137
9		10000		2911		2912		136		136
9		10000		2923		2924		136		137
9		10000		2923		2924		137		137
0		10000		2437		2438		137		137
0		10000		2445		2446		137		138
0		10000		2445		2446		138		138
1		5000		2687		2688		137		137
1		5000		2690		2691		137		138
1		5000		2690		2691		138		138
2		7000		2403		2404		137		137
2		7000		2414		2415		137		138
2		7000		2414		2415		138		138
3		3000		2466		2467		137		137
3		3000		2561		2562		137		138
3		3000		2561		2562		138		138
4		3000		2449		2450		137		137
4		3000		2480		2481		137		138
4		3000		2480		2481		138		138
5		8000		2444		2445		137		137
5		8000		2451		2452		137		138
5		8000		2451		2452		138		138
7		5000		2679		2680		137		137
7		5000		2689		2690		137		138
7		5000		2689		2690		138		138
8		4000		2174		2175		137		137
8		4000		2182		2183		137		138
8		4000		2182		2183		138		138
9		10000		2923		2924		137		137
9		10000		2939		2940		137		138
9		10000		2939		2940		138		138
0		10000		2445		2446		138		138
